yearID,player_name,awardID,salary
2009,Evan Longoria,Silver Slugger,550000
2014,Yan Gomes,Silver Slugger,550000
2015,Manny Machado,Gold Glove,548000
2016,Joe Panik,Gold Glove,545000
2015,Xander Bogaerts,Silver Slugger,543000
2016,Francisco Lindor,Platinum Glove,540300
2016,Francisco Lindor,Gold Glove,540300
2014,Kyle Seager,Gold Glove,540100
2015,Kole Calhoun,Gold Glove,537500
2013,Eric Hosmer,Gold Glove,528250
2010,Joey Votto,Most Valuable Player,525000
2015,Dallas Keuchel,Cy Young Award,524500
2015,Dallas Keuchel,Gold Glove,524500
2016,Ender Inciarte,Gold Glove,523000
2003,Vernon Wells,Silver Slugger,520000
2015,AJ Pollock,Gold Glove,519500
2016,Kevin Kiermaier,Gold Glove,514400
2014,Corey Kluber,Cy Young Award,514000
2015,Kevin Kiermaier,Platinum Glove,513800
2015,Kevin Kiermaier,Gold Glove,513800
2012,Ian Desmond,Silver Slugger,512500
2015,Nolan Arenado,Gold Glove,512500
2015,Nolan Arenado,Silver Slugger,512500
2013,Mike Trout,Silver Slugger,510000
2016,Corey Seager,Silver Slugger,510000
2016,Corey Seager,Rookie of the Year,510000
2014,Dallas Keuchel,Gold Glove,508700
2014,Juan Lagares,Gold Glove,506636
2014,Christian Yelich,Gold Glove,505000
2013,Matt Carpenter,Silver Slugger,504000
2014,DJ LeMahieu,Gold Glove,501000
2006,Chase Utley,Silver Slugger,500000
2006,Matt Holliday,Silver Slugger,500000
2011,Clayton Kershaw,Cy Young Award,500000
2011,Clayton Kershaw,Gold Glove,500000
2011,Clayton Kershaw,Pitching Triple Crown,500000
2012,Matt Wieters,Gold Glove,500000
2012,Darwin Barney,Gold Glove,500000
2013,Paul Goldschmidt,Gold Glove,500000
2013,Paul Goldschmidt,Silver Slugger,500000
2014,Nolan Arenado,Gold Glove,500000
2013,Manny Machado,Platinum Glove,495000
2013,Manny Machado,Gold Glove,495000
2013,Andrelton Simmons,Platinum Glove,491250
2013,Andrelton Simmons,Gold Glove,491250
2012,Jeremy Hellickson,Gold Glove,489500
2012,Josh Reddick,Gold Glove,485000
2008,Shane Victorino,Gold Glove,480000
2006,Miguel Cabrera,Silver Slugger,472000
2009,Matt Kemp,Gold Glove,467000
2009,Matt Kemp,Silver Slugger,467000
2008,Dustin Pedroia,Gold Glove,457000
2008,Dustin Pedroia,Most Valuable Player,457000
2008,Dustin Pedroia,Silver Slugger,457000
2008,Ryan Braun,Silver Slugger,455000
2011,Matt Wieters,Gold Glove,452250
2005,Morgan Ensberg,Silver Slugger,450000
2010,Yovani Gallardo,Silver Slugger,450000
2008,Hanley Ramirez,Silver Slugger,439000
2009,Adam Jones,Gold Glove,435000
2009,Michael Bourn,Gold Glove,434500
2007,Jeff Francoeur,Gold Glove,427500
2011,Gerardo Parra,Gold Glove,426000
2000,Magglio Ordonez,Silver Slugger,425000
2008,Nate McLouth,Gold Glove,425000
2011,Alex Avila,Silver Slugger,425000
2007,Kevin Youkilis,Gold Glove,424500
2011,Craig Kimbrel,Rookie of the Year,419000
2011,Daniel Hudson,Silver Slugger,419000
2011,Jeremy Hellickson,Rookie of the Year,418400
2005,Felipe Lopez,Silver Slugger,415000
2007,Prince Fielder,Silver Slugger,415000
2009,Adam Lind,Silver Slugger,411800
2008,Ryan Ludwick,Silver Slugger,411000
2010,Carlos Gonzalez,Gold Glove,406000
2010,Carlos Gonzalez,Silver Slugger,406000
2008,Tim Lincecum,Cy Young Award,405000
2010,Neftali Feliz,Rookie of the Year,402000
2006,Jose Reyes,Silver Slugger,401500
2008,Geovany Soto,Rookie of the Year,401000
2006,Joe Mauer,Silver Slugger,400000
2008,Carlos Quentin,Silver Slugger,400000
2009,Andrew Bailey,Rookie of the Year,400000
2008,Josh Hamilton,Silver Slugger,396830
2007,Russell Martin,Gold Glove,387500
2007,Russell Martin,Silver Slugger,387500
2006,Justin Morneau,Most Valuable Player,385000
2006,Justin Morneau,Silver Slugger,385000
2006,Robinson Cano,Silver Slugger,381000
2007,Dustin Pedroia,Rookie of the Year,380000
2005,Miguel Cabrera,Silver Slugger,370000
2005,Orlando Hudson,Gold Glove,365000
2004,Cesar Izturis,Gold Glove,358500
2006,Ryan Howard,Most Valuable Player,355000
2006,Ryan Howard,Silver Slugger,355000
2002,Bengie Molina,Gold Glove,350000
2001,Orlando Cabrera,Gold Glove,340000
2006,Brian McCann,Silver Slugger,333500
2006,Hanley Ramirez,Rookie of the Year,327000
2005,Huston Street,Rookie of the Year,316000
2004,Johnny Estrada,Silver Slugger,312500
2004,Jason Bay,Rookie of the Year,305000
2004,Victor Martinez,Silver Slugger,304500
2003,Angel Berroa,Rookie of the Year,302000
2004,Bobby Crosby,Rookie of the Year,300500
2002,Barry Zito,Cy Young Award,295000
2000,Troy Glaus,Silver Slugger,275000
2003,Dontrelle Willis,Rookie of the Year,234426
2001,Torii Hunter,Gold Glove,230000
2001,Doug Mientkiewicz,Gold Glove,215000
2002,Jason Jennings,Rookie of the Year,206000
2000,Rafael Furcal,Rookie of the Year,200000
2001,Albert Pujols,Rookie of the Year,200000
2001,Albert Pujols,Silver Slugger,200000
2002,Eric Hinske,Rookie of the Year,200000
